season,position,driverId,points,wins,constructorId
2017,1,hamilton,363,9,mercedes
2017,2,vettel,317,5,ferrari
2017,3,bottas,305,3,mercedes
2017,4,raikkonen,205,0,ferrari
2017,5,ricciardo,200,1,red_bull
2017,6,max_verstappen,168,2,red_bull
2017,7,perez,100,0,force_india
2017,8,ocon,87,0,force_india
2017,9,sainz,54,0,toro_rosso
2017,10,hulkenberg,43,0,renault
2017,11,massa,43,0,williams
2017,12,stroll,40,0,williams
2017,13,grosjean,28,0,haas
2017,14,kevin_magnussen,19,0,haas
2017,15,alonso,17,0,mclaren
2017,16,vandoorne,13,0,mclaren
2017,17,jolyon_palmer,8,0,renault
2017,18,wehrlein,5,0,sauber
2017,19,kvyat,5,0,toro_rosso
2017,20,ericsson,0,0,sauber
2017,21,gasly,0,0,toro_rosso
2017,22,giovinazzi,0,0,sauber
2017,23,brendon_hartley,0,0,toro_rosso
2017,-,button,0,0,mclaren
2017,-,resta,0,0,williams
