season,round,raceName,circuitId,circuitName,locality,country,lat,long,date,time
2007,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,2007-03-18,03:00:00Z
2007,2,Malaysian Grand Prix,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,2007-04-08,07:00:00Z
2007,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,2007-04-15,11:30:00Z
2007,4,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111,2007-05-13,12:00:00Z
2007,5,Monaco Grand Prix,monaco,Circuit de Monaco,Monte Carlo,Monaco,43.7347,7.42056,2007-05-27,12:00:00Z
2007,6,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,2007-06-10,17:00:00Z
2007,7,United States Grand Prix,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,2007-06-17,17:00:00Z
2007,8,French Grand Prix,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,2007-07-01,12:00:00Z
2007,9,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,2007-07-08,12:00:00Z
2007,10,European Grand Prix,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,2007-07-22,12:00:00Z
2007,11,Hungarian Grand Prix,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,2007-08-05,12:00:00Z
2007,12,Turkish Grand Prix,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,2007-08-26,12:00:00Z
2007,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,2007-09-09,12:00:00Z
2007,14,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,2007-09-16,12:00:00Z
2007,15,Japanese Grand Prix,fuji,Fuji Speedway,Oyama,Japan,35.3717,138.927,2007-09-30,04:30:00Z
2007,16,Chinese Grand Prix,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,2007-10-07,06:00:00Z
2007,17,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,2007-10-21,16:00:00Z
