season,round,circuitId,driverId,constructorId,position,grid,points,laps,status,fastestLapRank
2008,1,albert_park,hamilton,mclaren,1,1,10,58,Finished,2
2008,1,albert_park,heidfeld,bmw_sauber,2,5,8,58,Finished,3
2008,1,albert_park,rosberg,williams,3,7,6,58,Finished,5
2008,1,albert_park,alonso,renault,4,11,5,58,Finished,7
2008,1,albert_park,kovalainen,mclaren,5,3,4,58,Finished,1
2008,1,albert_park,nakajima,williams,6,13,3,57,+1 Lap,14
2008,1,albert_park,bourdais,toro_rosso,7,17,2,55,Engine,8
2008,1,albert_park,raikkonen,ferrari,8,15,1,53,Engine,4
2008,1,albert_park,kubica,bmw_sauber,9,2,0,47,Collision,9
2008,1,albert_park,glock,toyota,10,18,0,43,Accident,13
2008,1,albert_park,sato,super_aguri,11,19,0,32,Transmission,15
2008,1,albert_park,piquet_jr,renault,12,20,0,30,Clutch,16
2008,1,albert_park,massa,ferrari,13,4,0,29,Engine,6
2008,1,albert_park,coulthard,red_bull,14,8,0,25,Collision,11
2008,1,albert_park,trulli,toyota,15,6,0,19,Electrical,10
2008,1,albert_park,sutil,force_india,16,22,0,8,Hydraulics,17
2008,1,albert_park,webber,red_bull,17,14,0,0,Collision,
2008,1,albert_park,button,honda,18,12,0,0,Collision,
2008,1,albert_park,davidson,super_aguri,19,21,0,0,Collision,
2008,1,albert_park,vettel,toro_rosso,20,9,0,0,Collision,
2008,1,albert_park,fisichella,force_india,21,16,0,0,Collision,
2008,1,albert_park,barrichello,honda,22,10,0,58,Disqualified,8
2008,2,sepang,raikkonen,ferrari,1,2,10,56,Finished,2
2008,2,sepang,kubica,bmw_sauber,2,4,8,56,Finished,6
2008,2,sepang,kovalainen,mclaren,3,8,6,56,Finished,7
2008,2,sepang,trulli,toyota,4,3,5,56,Finished,8
2008,2,sepang,hamilton,mclaren,5,9,4,56,Finished,3
2008,2,sepang,heidfeld,bmw_sauber,6,5,3,56,Finished,1
2008,2,sepang,webber,red_bull,7,6,2,56,Finished,12
2008,2,sepang,alonso,renault,8,7,1,56,Finished,10
2008,2,sepang,coulthard,red_bull,9,12,0,56,Finished,9
2008,2,sepang,button,honda,10,11,0,56,Finished,4
2008,2,sepang,piquet_jr,renault,11,13,0,56,Finished,15
2008,2,sepang,fisichella,force_india,12,17,0,55,+1 Lap,16
2008,2,sepang,barrichello,honda,13,14,0,55,+1 Lap,11
2008,2,sepang,rosberg,williams,14,16,0,55,+1 Lap,13
2008,2,sepang,davidson,super_aguri,15,21,0,55,+1 Lap,18
2008,2,sepang,sato,super_aguri,16,19,0,54,+2 Laps,19
2008,2,sepang,nakajima,williams,17,22,0,54,+2 Laps,17
