season,round,raceName,circuitId,circuitName,locality,country,lat,long,date,time
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,2010-03-14,12:00:00Z
2010,2,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,2010-03-28,06:00:00Z
2010,3,Malaysian Grand Prix,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,2010-04-04,08:00:00Z
2010,4,Chinese Grand Prix,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,2010-04-18,06:00:00Z
2010,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111,2010-05-09,12:00:00Z
2010,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monte Carlo,Monaco,43.7347,7.42056,2010-05-16,12:00:00Z
2010,7,Turkish Grand Prix,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,2010-05-30,11:00:00Z
2010,8,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,2010-06-13,16:00:00Z
2010,9,European Grand Prix,valencia,Valencia Street Circuit,Valencia,Spain,39.4589,-0.331667,2010-06-27,12:00:00Z
2010,10,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,2010-07-11,12:00:00Z
2010,11,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,2010-07-25,12:00:00Z
2010,12,Hungarian Grand Prix,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,2010-08-01,12:00:00Z
2010,13,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,2010-08-29,12:00:00Z
2010,14,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,2010-09-12,12:00:00Z
2010,15,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,2010-09-26,12:00:00Z
2010,16,Japanese Grand Prix,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,2010-10-10,06:00:00Z
2010,17,Korean Grand Prix,yeongam,Korean International Circuit,Yeongam County,Korea,34.7333,126.417,2010-10-24,05:00:00Z
2010,18,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,2010-11-07,16:00:00Z
2010,19,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,2010-11-14,13:00:00Z
