season,position,driverId,points,wins,constructorId
2003,1,michael_schumacher,93,6,ferrari
2003,2,raikkonen,91,1,mclaren
2003,3,montoya,82,2,williams
2003,4,barrichello,65,2,ferrari
2003,5,ralf_schumacher,58,2,williams
2003,6,alonso,55,1,renault
2003,7,coulthard,51,1,mclaren
2003,8,trulli,33,0,renault
2003,9,button,17,0,bar
2003,10,webber,17,0,jaguar
2003,11,frentzen,13,0,sauber
2003,12,fisichella,12,1,jordan
2003,13,matta,10,0,toyota
2003,14,heidfeld,6,0,sauber
2003,15,panis,6,0,toyota
2003,16,villeneuve,6,0,bar
2003,17,gene,4,0,williams
2003,18,sato,3,0,bar
2003,19,firman,1,0,jordan
2003,20,wilson,1,0,minardi
2003,21,pizzonia,0,0,jaguar
2003,22,verstappen,0,0,minardi
2003,23,kiesa,0,0,minardi
2003,24,baumgartner,0,0,jordan
