season,round,raceId,circuitId,driverId,position,q1,q2,q3
2022,1,2022_01,bahrain,leclerc,1,1:31.471,1:30.932,1:30.558
2022,1,2022_01,bahrain,max_verstappen,2,1:31.785,1:30.757,1:30.681
2022,1,2022_01,bahrain,sainz,3,1:31.567,1:30.787,1:30.687
2022,1,2022_01,bahrain,perez,4,1:32.311,1:31.008,1:30.921
2022,1,2022_01,bahrain,hamilton,5,1:32.285,1:31.048,1:31.238
2022,1,2022_01,bahrain,bottas,6,1:31.919,1:31.717,1:31.560
2022,1,2022_01,bahrain,kevin_magnussen,7,1:31.955,1:31.461,1:31.808
2022,1,2022_01,bahrain,alonso,8,1:32.346,1:31.621,1:32.195
2022,1,2022_01,bahrain,russell,9,1:32.269,1:31.252,1:32.216
2022,1,2022_01,bahrain,gasly,10,1:32.096,1:31.635,1:32.338
2022,1,2022_01,bahrain,ocon,11,1:32.041,1:31.782,
2022,1,2022_01,bahrain,mick_schumacher,12,1:32.380,1:31.998,
2022,1,2022_01,bahrain,norris,13,1:32.239,1:32.008,
2022,1,2022_01,bahrain,albon,14,1:32.726,1:32.664,
2022,1,2022_01,bahrain,zhou,15,1:32.493,1:33.543,
2022,1,2022_01,bahrain,tsunoda,16,1:32.750,,
2022,1,2022_01,bahrain,hulkenberg,17,1:32.777,,
2022,1,2022_01,bahrain,ricciardo,18,1:32.945,,
2022,1,2022_01,bahrain,stroll,19,1:33.032,,
2022,1,2022_01,bahrain,latifi,20,1:33.634,,
2022,2,2022_02,jeddah,perez,1,1:29.705,1:28.924,1:28.200
2022,2,2022_02,jeddah,leclerc,2,1:29.039,1:28.780,1:28.225
2022,2,2022_02,jeddah,sainz,3,1:28.855,1:28.686,1:28.402
2022,2,2022_02,jeddah,max_verstappen,4,1:28.928,1:28.945,1:28.461
2022,2,2022_02,jeddah,ocon,5,1:30.093,1:29.584,1:29.068
2022,2,2022_02,jeddah,russell,6,1:29.680,1:29.618,1:29.104
2022,2,2022_02,jeddah,alonso,7,1:29.978,1:29.295,1:29.147
2022,2,2022_02,jeddah,bottas,8,1:29.683,1:29.404,1:29.183
2022,2,2022_02,jeddah,gasly,9,1:29.891,1:29.418,1:29.254
2022,2,2022_02,jeddah,kevin_magnussen,10,1:29.831,1:29.546,1:29.588
2022,2,2022_02,jeddah,norris,11,1:29.957,1:29.651,
2022,2,2022_02,jeddah,ricciardo,12,1:30.009,1:29.773,
2022,2,2022_02,jeddah,zhou,13,1:29.978,1:29.819,
2022,2,2022_02,jeddah,mick_schumacher,14,1:30.167,1:29.920,
2022,2,2022_02,jeddah,stroll,15,1:30.256,1:31.009,
2022,2,2022_02,jeddah,hamilton,16,1:30.343,,
2022,2,2022_02,jeddah,albon,17,1:30.492,,
2022,2,2022_02,jeddah,hulkenberg,18,1:30.543,,
2022,2,2022_02,jeddah,latifi,19,1:31.817,,
2022,2,2022_02,jeddah,tsunoda,20,,,
2022,3,2022_03,albert_park,leclerc,1,1:18.881,1:18.606,1:17.868
2022,3,2022_03,albert_park,max_verstappen,2,1:18.580,1:18.611,1:18.154
2022,3,2022_03,albert_park,perez,3,1:18.834,1:18.340,1:18.240
2022,3,2022_03,albert_park,norris,4,1:19.280,1:19.066,1:18.703
2022,3,2022_03,albert_park,hamilton,5,1:19.401,1:19.106,1:18.825
2022,3,2022_03,albert_park,russell,6,1:19.405,1:19.076,1:18.933
2022,3,2022_03,albert_park,ricciardo,7,1:19.665,1:19.130,1:19.032
2022,3,2022_03,albert_park,ocon,8,1:19.605,1:19.136,1:19.061
2022,3,2022_03,albert_park,sainz,9,1:18.983,1:18.469,1:19.408
2022,3,2022_03,albert_park,alonso,10,1:19.192,1:18.815,
2022,3,2022_03,albert_park,gasly,11,1:19.580,1:19.226,
2022,3,2022_03,albert_park,bottas,12,1:19.251,1:19.410,
2022,3,2022_03,albert_park,tsunoda,13,1:19.742,1:19.424,
2022,3,2022_03,albert_park,zhou,14,1:19.910,1:20.155,
2022,3,2022_03,albert_park,mick_schumacher,15,1:20.104,1:20.465,
2022,3,2022_03,albert_park,albon,16,1:20.135,,
2022,3,2022_03,albert_park,kevin_magnussen,17,1:20.254,,
2022,3,2022_03,albert_park,vettel,18,1:21.149,,
2022,3,2022_03,albert_park,latifi,19,1:21.372,,
2022,3,2022_03,albert_park,stroll,20,,,
2022,4,2022_04,imola,max_verstappen,1,1:19.295,1:18.793,1:27.999
2022,4,2022_04,imola,leclerc,2,1:18.796,1:19.584,1:28.778
2022,4,2022_04,imola,norris,3,1:20.168,1:19.294,1:29.131
2022,4,2022_04,imola,kevin_magnussen,4,1:20.147,1:19.902,1:29.164
2022,4,2022_04,imola,alonso,5,1:20.198,1:19.595,1:29.202
2022,4,2022_04,imola,ricciardo,6,1:19.980,1:20.031,1:29.742
2022,4,2022_04,imola,perez,7,1:19.773,1:19.296,1:29.808
2022,4,2022_04,imola,bottas,8,1:20.419,1:20.192,1:30.439
2022,4,2022_04,imola,vettel,9,1:20.364,1:19.957,1:31.062
2022,4,2022_04,imola,sainz,10,1:19.305,1:18.990,
2022,4,2022_04,imola,russell,11,1:20.383,1:20.757,
2022,4,2022_04,imola,mick_schumacher,12,1:20.422,1:20.916,
2022,4,2022_04,imola,hamilton,13,1:20.470,1:21.138,
2022,4,2022_04,imola,zhou,14,1:19.730,1:21.434,
2022,4,2022_04,imola,stroll,15,1:20.342,1:28.119,
2022,4,2022_04,imola,tsunoda,16,1:20.474,,
2022,4,2022_04,imola,gasly,17,1:20.732,,
2022,4,2022_04,imola,latifi,18,1:21.971,,
2022,4,2022_04,imola,ocon,19,1:22.338,,
2022,4,2022_04,imola,albon,20,,,
2022,5,2022_05,miami,leclerc,1,1:29.474,1:29.130,1:28.796
2022,5,2022_05,miami,sainz,2,1:30.079,1:29.729,1:28.986
2022,5,2022_05,miami,max_verstappen,3,1:29.836,1:29.202,1:28.991
2022,5,2022_05,miami,perez,4,1:30.055,1:29.673,1:29.036
2022,5,2022_05,miami,bottas,5,1:30.845,1:29.751,1:29.475
2022,5,2022_05,miami,hamilton,6,1:30.388,1:29.797,1:29.625
2022,5,2022_05,miami,gasly,7,1:30.779,1:30.128,1:29.690
2022,5,2022_05,miami,norris,8,1:30.761,1:29.634,1:29.750
2022,5,2022_05,miami,tsunoda,9,1:30.485,1:30.031,1:29.932
2022,5,2022_05,miami,stroll,10,1:30.441,1:29.996,1:30.676
2022,5,2022_05,miami,alonso,11,1:30.407,1:30.160,
2022,5,2022_05,miami,russell,12,1:30.490,1:30.173,
2022,5,2022_05,miami,vettel,13,1:30.677,1:30.214,
2022,5,2022_05,miami,ricciardo,14,1:30.583,1:30.310,
2022,5,2022_05,miami,mick_schumacher,15,1:30.645,1:30.423,
2022,5,2022_05,miami,kevin_magnussen,16,1:30.975,,
2022,5,2022_05,miami,zhou,17,1:31.020,,
2022,5,2022_05,miami,albon,18,1:31.266,,
2022,5,2022_05,miami,latifi,19,1:31.325,,
2022,5,2022_05,miami,ocon,20,,,
2022,6,2022_06,catalunya,leclerc,1,1:19.861,1:19.969,1:18.750
2022,6,2022_06,catalunya,max_verstappen,2,1:20.091,1:19.219,1:19.073
2022,6,2022_06,catalunya,sainz,3,1:19.892,1:19.453,1:19.166
2022,6,2022_06,catalunya,russell,4,1:20.218,1:19.470,1:19.393
2022,6,2022_06,catalunya,perez,5,1:20.447,1:19.830,1:19.420
2022,6,2022_06,catalunya,hamilton,6,1:20.252,1:19.794,1:19.512
