season,position,constructorId,points,wins
2026,1,mercedes,262,6
2026,2,ferrari,190,1
2026,3,mclaren,141,0
2026,4,red_bull,89,0
2026,5,alpine,57,0
2026,6,rb,41,0
2026,7,haas,21,0
2026,8,williams,11,0
2026,9,audi,2,0
2026,10,aston_martin,1,0
2026,11,cadillac,0,0
