season,round,circuitId,driverId,constructorId,position,grid,points,laps,status,fastestLapRank
2001,1,albert_park,michael_schumacher,ferrari,1,1,10,58,Finished,
2001,1,albert_park,coulthard,mclaren,2,6,6,58,Finished,
2001,1,albert_park,barrichello,ferrari,3,2,4,58,Finished,
2001,1,albert_park,heidfeld,sauber,4,10,3,58,Finished,
2001,1,albert_park,frentzen,jordan,5,4,2,58,Finished,
2001,1,albert_park,raikkonen,sauber,6,13,1,58,Finished,
2001,1,albert_park,panis,bar,7,9,0,58,Finished,
2001,1,albert_park,burti,jaguar,8,21,0,57,+1 Lap,
2001,1,albert_park,alesi,prost,9,14,0,57,+1 Lap,
2001,1,albert_park,verstappen,arrows,10,15,0,57,+1 Lap,
2001,1,albert_park,irvine,jaguar,11,12,0,57,+1 Lap,
2001,1,albert_park,alonso,minardi,12,19,0,56,+2 Laps,
2001,1,albert_park,fisichella,benetton,13,17,0,55,+3 Laps,
2001,1,albert_park,button,benetton,14,16,0,52,Electrical,
2001,1,albert_park,montoya,williams,15,11,0,40,Engine,
2001,1,albert_park,trulli,jordan,16,7,0,38,Engine,
2001,1,albert_park,hakkinen,mclaren,17,3,0,25,Suspension,
2001,1,albert_park,ralf_schumacher,williams,18,5,0,4,Collision,
2001,1,albert_park,villeneuve,bar,19,8,0,4,Collision,
2001,1,albert_park,marques,minardi,20,22,0,3,Battery,
2001,1,albert_park,bernoldi,arrows,21,18,0,2,Spun off,
2001,1,albert_park,mazzacane,prost,22,20,0,0,Brakes,
2001,2,sepang,michael_schumacher,ferrari,1,1,10,55,Finished,
2001,2,sepang,barrichello,ferrari,2,2,6,55,Finished,
2001,2,sepang,coulthard,mclaren,3,8,4,55,Finished,
2001,2,sepang,frentzen,jordan,4,9,3,55,Finished,
2001,2,sepang,ralf_schumacher,williams,5,3,2,55,Finished,
2001,2,sepang,hakkinen,mclaren,6,4,1,55,Finished,
2001,2,sepang,verstappen,arrows,7,18,0,55,Finished,
2001,2,sepang,trulli,jordan,8,5,0,54,+1 Lap,
2001,2,sepang,alesi,prost,9,13,0,54,+1 Lap,
2001,2,sepang,burti,jaguar,10,15,0,54,+1 Lap,
2001,2,sepang,button,benetton,11,17,0,53,+2 Laps,
2001,2,sepang,mazzacane,prost,12,19,0,53,+2 Laps,
2001,2,sepang,alonso,minardi,13,21,0,52,+3 Laps,
2001,2,sepang,marques,minardi,14,20,0,51,+4 Laps,
2001,2,sepang,fisichella,benetton,15,16,0,31,Fuel pressure,
2001,2,sepang,villeneuve,bar,16,7,0,3,Spun off,
2001,2,sepang,heidfeld,sauber,17,11,0,3,Spun off,
2001,2,sepang,bernoldi,arrows,18,22,0,3,Spun off,
2001,2,sepang,montoya,williams,19,6,0,3,Spun off,
2001,2,sepang,irvine,jaguar,20,12,0,3,Water leak,
2001,2,sepang,panis,bar,21,10,0,1,Oil leak,
2001,2,sepang,raikkonen,sauber,22,14,0,0,Driveshaft,
2001,3,interlagos,coulthard,mclaren,1,5,10,71,Finished,
2001,3,interlagos,michael_schumacher,ferrari,2,1,6,71,Finished,
2001,3,interlagos,heidfeld,sauber,3,9,4,70,+1 Lap,
2001,3,interlagos,panis,bar,4,11,3,70,+1 Lap,
2001,3,interlagos,trulli,jordan,5,7,2,70,+1 Lap,
2001,3,interlagos,fisichella,benetton,6,18,1,70,+1 Lap,
2001,3,interlagos,villeneuve,bar,7,12,0,70,+1 Lap,
2001,3,interlagos,alesi,prost,8,15,0,70,+1 Lap,
2001,3,interlagos,marques,minardi,9,22,0,68,+3 Laps,
2001,3,interlagos,button,benetton,10,20,0,64,+7 Laps,
2001,3,interlagos,frentzen,jordan,11,8,0,63,Electrical,
2001,3,interlagos,raikkonen,sauber,12,10,0,55,Spun off,
2001,3,interlagos,ralf_schumacher,williams,13,2,0,54,Spun off,
2001,3,interlagos,mazzacane,prost,14,21,0,54,Clutch,
2001,3,interlagos,irvine,jaguar,15,13,0,52,Spun off,
2001,3,interlagos,montoya,williams,16,4,0,38,Collision,
2001,3,interlagos,verstappen,arrows,17,17,0,37,Collision,
2001,3,interlagos,burti,jaguar,18,14,0,30,Engine,
2001,3,interlagos,alonso,minardi,19,19,0,25,Electrical,
2001,3,interlagos,bernoldi,arrows,20,16,0,15,Hydraulics,
2001,3,interlagos,barrichello,ferrari,21,6,0,2,Collision,
2001,3,interlagos,hakkinen,mclaren,22,3,0,0,Stalled,
2001,4,imola,ralf_schumacher,williams,1,3,10,62,Finished,
2001,4,imola,coulthard,mclaren,2,1,6,62,Finished,
