season,round,raceId,circuitId,driverId,constructorId,position,q1,q2,q3
2000,1,2000_01,albert_park,hakkinen,mclaren,1,1:30.556,,
2000,1,2000_01,albert_park,coulthard,mclaren,2,1:30.910,,
2000,1,2000_01,albert_park,michael_schumacher,ferrari,3,1:31.075,,
2000,1,2000_01,albert_park,barrichello,ferrari,4,1:31.102,,
2000,1,2000_01,albert_park,frentzen,jordan,5,1:31.359,,
2000,1,2000_01,albert_park,trulli,jordan,6,1:31.504,,
2000,1,2000_01,albert_park,irvine,jaguar,7,1:31.514,,
2000,1,2000_01,albert_park,villeneuve,bar,8,1:31.968,,
2000,1,2000_01,albert_park,fisichella,benetton,9,1:31.992,,
2000,1,2000_01,albert_park,salo,sauber,10,1:32.018,,
2000,1,2000_01,albert_park,ralf_schumacher,williams,11,1:32.220,,
2000,1,2000_01,albert_park,rosa,arrows,12,1:32.323,,
2000,1,2000_01,albert_park,verstappen,arrows,13,1:32.477,,
2000,1,2000_01,albert_park,wurz,benetton,14,1:32.775,,
2000,1,2000_01,albert_park,heidfeld,prost,15,1:33.024,,
2000,1,2000_01,albert_park,zonta,bar,16,1:33.117,,
2000,1,2000_01,albert_park,alesi,prost,17,1:33.197,,
2000,1,2000_01,albert_park,gene,minardi,18,1:33.261,,
2000,1,2000_01,albert_park,diniz,sauber,19,1:33.378,,
2000,1,2000_01,albert_park,herbert,jaguar,20,1:33.638,,
2000,1,2000_01,albert_park,button,williams,21,1:33.828,,
2000,1,2000_01,albert_park,mazzacane,minardi,22,1:34.705,,
