season,round,circuitId,driverId,constructorId,position,grid,points,laps,status,fastestLapRank
2006,1,bahrain,alonso,renault,1,4,10,57,Finished,3
2006,1,bahrain,michael_schumacher,ferrari,2,1,8,57,Finished,2
2006,1,bahrain,raikkonen,mclaren,3,22,6,57,Finished,8
2006,1,bahrain,button,honda,4,3,5,57,Finished,5
2006,1,bahrain,montoya,mclaren,5,5,4,57,Finished,7
2006,1,bahrain,webber,williams,6,7,3,57,Finished,4
2006,1,bahrain,rosberg,williams,7,12,2,57,Finished,1
2006,1,bahrain,klien,red_bull,8,8,1,57,Finished,10
2006,1,bahrain,massa,ferrari,9,2,0,57,Finished,6
2006,1,bahrain,coulthard,red_bull,10,13,0,57,Finished,11
2006,1,bahrain,liuzzi,toro_rosso,11,15,0,57,Finished,12
2006,1,bahrain,heidfeld,bmw_sauber,12,10,0,56,+1 Lap,14
2006,1,bahrain,speed,toro_rosso,13,16,0,56,+1 Lap,9
2006,1,bahrain,ralf_schumacher,toyota,14,17,0,56,+1 Lap,16
2006,1,bahrain,barrichello,honda,15,6,0,56,+1 Lap,15
2006,1,bahrain,trulli,toyota,16,14,0,56,+1 Lap,18
2006,1,bahrain,monteiro,mf1,17,19,0,55,+2 Laps,19
2006,1,bahrain,sato,super_aguri,18,20,0,53,+4 Laps,20
2006,1,bahrain,ide,super_aguri,19,21,0,35,Mechanical,21
2006,1,bahrain,villeneuve,bmw_sauber,20,11,0,29,Engine,13
2006,1,bahrain,fisichella,renault,21,9,0,21,Hydraulics,17
2006,1,bahrain,albers,mf1,22,18,0,0,Driveshaft,
2006,2,sepang,fisichella,renault,1,1,10,56,Finished,2
2006,2,sepang,alonso,renault,2,7,8,56,Finished,1
2006,2,sepang,button,honda,3,2,6,56,Finished,4
2006,2,sepang,montoya,mclaren,4,5,5,56,Finished,3
2006,2,sepang,massa,ferrari,5,21,4,56,Finished,8
2006,2,sepang,michael_schumacher,ferrari,6,14,3,56,Finished,5
2006,2,sepang,villeneuve,bmw_sauber,7,10,2,56,Finished,9
2006,2,sepang,ralf_schumacher,toyota,8,22,1,56,Finished,6
2006,2,sepang,trulli,toyota,9,9,0,55,+1 Lap,11
2006,2,sepang,barrichello,honda,10,20,0,55,+1 Lap,10
2006,2,sepang,liuzzi,toro_rosso,11,13,0,54,+2 Laps,16
2006,2,sepang,albers,mf1,12,15,0,54,+2 Laps,18
2006,2,sepang,monteiro,mf1,13,16,0,54,+2 Laps,19
2006,2,sepang,sato,super_aguri,14,17,0,53,+3 Laps,20
2006,2,sepang,heidfeld,bmw_sauber,15,11,0,48,Engine,7
2006,2,sepang,speed,toro_rosso,16,12,0,41,Clutch,14
2006,2,sepang,ide,super_aguri,17,18,0,33,Mechanical,21
2006,2,sepang,klien,red_bull,18,8,0,26,Hydraulics,13
2006,2,sepang,webber,williams,19,4,0,15,Hydraulics,12
2006,2,sepang,coulthard,red_bull,20,19,0,10,Hydraulics,17
2006,2,sepang,rosberg,williams,21,3,0,6,Engine,15
2006,2,sepang,raikkonen,mclaren,22,6,0,0,Accident,
2006,3,albert_park,alonso,renault,1,3,10,57,Finished,2
2006,3,albert_park,raikkonen,mclaren,2,4,8,57,Finished,1
2006,3,albert_park,ralf_schumacher,toyota,3,6,6,57,Finished,10
2006,3,albert_park,heidfeld,bmw_sauber,4,8,5,57,Finished,7
2006,3,albert_park,fisichella,renault,5,2,4,57,Finished,5
2006,3,albert_park,villeneuve,bmw_sauber,6,19,3,57,Finished,13
2006,3,albert_park,barrichello,honda,7,16,2,57,Finished,6
2006,3,albert_park,coulthard,red_bull,8,11,1,57,Finished,12
2006,3,albert_park,speed,toro_rosso,9,18,0,57,Finished,14
2006,3,albert_park,button,honda,10,1,0,56,+1 Lap,8
2006,3,albert_park,albers,mf1,11,17,0,56,+1 Lap,15
2006,3,albert_park,sato,super_aguri,12,21,0,55,+2 Laps,17
2006,3,albert_park,ide,super_aguri,13,22,0,54,+3 Laps,18
2006,3,albert_park,montoya,mclaren,14,5,0,46,Electrical,4
2006,3,albert_park,monteiro,mf1,15,20,0,39,Mechanical,16
2006,3,albert_park,liuzzi,toro_rosso,16,12,0,37,Accident,11
2006,3,albert_park,michael_schumacher,ferrari,17,10,0,32,Accident,3
2006,3,albert_park,webber,williams,18,7,0,22,Transmission,9
2006,3,albert_park,klien,red_bull,19,13,0,4,Accident,19
2006,3,albert_park,trulli,toyota,20,9,0,0,Accident,
2006,3,albert_park,rosberg,williams,21,14,0,0,Accident,
2006,3,albert_park,massa,ferrari,22,15,0,0,Accident,
2006,4,imola,michael_schumacher,ferrari,1,1,10,62,Finished,2
2006,4,imola,alonso,renault,2,5,8,62,Finished,1
2006,4,imola,montoya,mclaren,3,7,6,62,Finished,4
2006,4,imola,massa,ferrari,4,4,5,62,Finished,10
2006,4,imola,raikkonen,mclaren,5,8,4,62,Finished,3
2006,4,imola,webber,williams,6,10,3,62,Finished,9
2006,4,imola,button,honda,7,2,2,62,Finished,6
2006,4,imola,fisichella,renault,8,11,1,62,Finished,7
2006,4,imola,ralf_schumacher,toyota,9,6,0,62,Finished,5
2006,4,imola,barrichello,honda,10,3,0,62,Finished,13
2006,4,imola,rosberg,williams,11,13,0,62,Finished,15
2006,4,imola,villeneuve,bmw_sauber,12,12,0,62,Finished,8
2006,4,imola,heidfeld,bmw_sauber,13,15,0,61,+1 Lap,12
2006,4,imola,liuzzi,toro_rosso,14,16,0,61,+1 Lap,11
2006,4,imola,speed,toro_rosso,15,18,0,61,+1 Lap,14
2006,4,imola,monteiro,mf1,16,19,0,60,+2 Laps,18
2006,4,imola,coulthard,red_bull,17,14,0,47,Driveshaft,17
2006,4,imola,sato,super_aguri,18,21,0,44,Spun off,20
2006,4,imola,klien,red_bull,19,17,0,40,Hydraulics,16
2006,4,imola,ide,super_aguri,20,22,0,23,Suspension,21
2006,4,imola,trulli,toyota,21,9,0,5,Steering,19
2006,4,imola,albers,mf1,22,20,0,0,Accident,
2006,5,nurburgring,michael_schumacher,ferrari,1,2,10,60,Finished,1
2006,5,nurburgring,alonso,renault,2,1,8,60,Finished,3
2006,5,nurburgring,massa,ferrari,3,3,6,60,Finished,5
2006,5,nurburgring,raikkonen,mclaren,4,5,5,60,Finished,2
2006,5,nurburgring,barrichello,honda,5,4,4,60,Finished,9
2006,5,nurburgring,fisichella,renault,6,11,3,60,Finished,4
2006,5,nurburgring,rosberg,williams,7,22,2,60,Finished,7
2006,5,nurburgring,villeneuve,bmw_sauber,8,9,1,60,Finished,12
2006,5,nurburgring,trulli,toyota,9,7,0,59,+1 Lap,10
2006,5,nurburgring,heidfeld,bmw_sauber,10,13,0,59,+1 Lap,11
2006,5,nurburgring,speed,toro_rosso,11,17,0,59,+1 Lap,14
2006,5,nurburgring,monteiro,mf1,12,18,0,59,+1 Lap,18
2006,5,nurburgring,albers,mf1,13,16,0,59,+1 Lap,17
2006,5,nurburgring,ralf_schumacher,toyota,14,10,0,52,Engine,8
2006,5,nurburgring,montoya,mclaren,15,8,0,52,Engine,6
2006,5,nurburgring,sato,super_aguri,16,20,0,45,Hydraulics,19
2006,5,nurburgring,montagny,super_aguri,17,21,0,29,Hydraulics,20
2006,5,nurburgring,button,honda,18,6,0,28,Engine,13
2006,5,nurburgring,klien,red_bull,19,15,0,28,Gearbox,15
2006,5,nurburgring,webber,williams,20,19,0,12,Hydraulics,16
2006,5,nurburgring,coulthard,red_bull,21,12,0,2,Accident,21
2006,5,nurburgring,liuzzi,toro_rosso,22,14,0,0,Accident,
2006,6,catalunya,alonso,renault,1,1,10,66,Finished,2
2006,6,catalunya,michael_schumacher,ferrari,2,3,8,66,Finished,3
2006,6,catalunya,fisichella,renault,3,2,6,66,Finished,4
2006,6,catalunya,massa,ferrari,4,4,5,66,Finished,1
2006,6,catalunya,raikkonen,mclaren,5,9,4,66,Finished,5
2006,6,catalunya,button,honda,6,8,3,66,Finished,6
2006,6,catalunya,barrichello,honda,7,5,2,65,+1 Lap,7
2006,6,catalunya,heidfeld,bmw_sauber,8,10,1,65,+1 Lap,10
2006,6,catalunya,webber,williams,9,11,0,65,+1 Lap,11
2006,6,catalunya,trulli,toyota,10,7,0,65,+1 Lap,13
2006,6,catalunya,rosberg,williams,11,13,0,65,+1 Lap,8
2006,6,catalunya,villeneuve,bmw_sauber,12,22,0,65,+1 Lap,12
2006,6,catalunya,klien,red_bull,13,14,0,65,+1 Lap,15
2006,6,catalunya,coulthard,red_bull,14,21,0,65,+1 Lap,9
2006,6,catalunya,liuzzi,toro_rosso,15,15,0,63,Hydraulics,14
2006,6,catalunya,monteiro,mf1,16,17,0,63,+3 Laps,18
2006,6,catalunya,sato,super_aguri,17,19,0,62,+4 Laps,21
2006,6,catalunya,albers,mf1,18,18,0,48,Broken wing,20
2006,6,catalunya,speed,toro_rosso,19,16,0,47,Engine,16
2006,6,catalunya,ralf_schumacher,toyota,20,6,0,31,Electronics,17
2006,6,catalunya,montoya,mclaren,21,12,0,17,Spun off,19
2006,6,catalunya,montagny,super_aguri,22,20,0,10,Driveshaft,22
2006,7,monaco,alonso,renault,1,1,10,78,Finished,3
2006,7,monaco,montoya,mclaren,2,4,8,78,Finished,6
2006,7,monaco,coulthard,red_bull,3,7,6,78,Finished,19
2006,7,monaco,barrichello,honda,4,5,5,78,Finished,12
2006,7,monaco,michael_schumacher,ferrari,5,22,4,78,Finished,1
2006,7,monaco,fisichella,renault,6,9,3,78,Finished,5
2006,7,monaco,heidfeld,bmw_sauber,7,15,2,77,+1 Lap,11
2006,7,monaco,ralf_schumacher,toyota,8,10,1,77,+1 Lap,15
2006,7,monaco,massa,ferrari,9,21,0,77,+1 Lap,7
2006,7,monaco,liuzzi,toro_rosso,10,12,0,77,+1 Lap,17
2006,7,monaco,button,honda,11,13,0,77,+1 Lap,10
2006,7,monaco,albers,mf1,12,16,0,77,+1 Lap,16
2006,7,monaco,speed,toro_rosso,13,18,0,77,+1 Lap,14
2006,7,monaco,villeneuve,bmw_sauber,14,14,0,77,+1 Lap,18
2006,7,monaco,monteiro,mf1,15,17,0,76,+2 Laps,13
2006,7,monaco,montagny,super_aguri,16,20,0,75,+3 Laps,22
2006,7,monaco,trulli,toyota,17,6,0,72,Hydraulics,8
2006,7,monaco,klien,red_bull,18,11,0,56,Transmission,20
2006,7,monaco,rosberg,williams,19,8,0,51,Accident,9
2006,7,monaco,raikkonen,mclaren,20,3,0,50,Heat shield fire,2
2006,7,monaco,webber,williams,21,2,0,48,Exhaust,4
2006,7,monaco,sato,super_aguri,22,19,0,46,Electrical,21
2006,8,silverstone,alonso,renault,1,1,10,60,Finished,1
2006,8,silverstone,michael_schumacher,ferrari,2,3,8,60,Finished,2
2006,8,silverstone,raikkonen,mclaren,3,2,6,60,Finished,5
2006,8,silverstone,fisichella,renault,4,5,5,60,Finished,3
2006,8,silverstone,massa,ferrari,5,4,4,60,Finished,4
2006,8,silverstone,montoya,mclaren,6,8,3,60,Finished,8
2006,8,silverstone,heidfeld,bmw_sauber,7,9,2,60,Finished,6
2006,8,silverstone,villeneuve,bmw_sauber,8,10,1,60,Finished,10
2006,8,silverstone,rosberg,williams,9,12,0,60,Finished,9
2006,8,silverstone,barrichello,honda,10,6,0,59,+1 Lap,11
2006,8,silverstone,trulli,toyota,11,22,0,59,+1 Lap,7
2006,8,silverstone,coulthard,red_bull,12,11,0,59,+1 Lap,14
2006,8,silverstone,liuzzi,toro_rosso,13,13,0,59,+1 Lap,15
2006,8,silverstone,klien,red_bull,14,14,0,59,+1 Lap,12
2006,8,silverstone,albers,mf1,15,18,0,59,+1 Lap,13
2006,8,silverstone,monteiro,mf1,16,16,0,58,+2 Laps,16
2006,8,silverstone,sato,super_aguri,17,20,0,57,+3 Laps,18
2006,8,silverstone,montagny,super_aguri,18,21,0,57,+3 Laps,19
2006,8,silverstone,button,honda,19,19,0,8,Oil leak,17
2006,8,silverstone,speed,toro_rosso,20,15,0,1,Accident,
2006,8,silverstone,ralf_schumacher,toyota,21,7,0,0,Accident,
2006,8,silverstone,webber,williams,22,17,0,0,Accident,
2006,9,villeneuve,alonso,renault,1,1,10,70,Finished,2
2006,9,villeneuve,michael_schumacher,ferrari,2,5,8,70,Finished,3
2006,9,villeneuve,raikkonen,mclaren,3,3,6,70,Finished,1
2006,9,villeneuve,fisichella,renault,4,2,5,70,Finished,4
2006,9,villeneuve,massa,ferrari,5,10,4,70,Finished,5
2006,9,villeneuve,trulli,toyota,6,4,3,69,+1 Lap,8
2006,9,villeneuve,heidfeld,bmw_sauber,7,13,2,69,+1 Lap,7
2006,9,villeneuve,coulthard,red_bull,8,22,1,69,+1 Lap,10
