season,round,raceId,circuitId,driverId,position,q1,q2,q3
2021,15,2021_15,sochi,gasly,12,1:47.828,1:46.641,
2021,15,2021_15,sochi,tsunoda,13,1:48.854,1:46.751,
2021,15,2021_15,sochi,latifi,14,1:48.252,,
2021,15,2021_15,sochi,leclerc,15,1:48.470,,
2021,15,2021_15,sochi,raikkonen,16,1:49.586,,
2021,15,2021_15,sochi,mick_schumacher,17,1:49.830,,
2021,15,2021_15,sochi,giovinazzi,18,1:51.023,,
2021,15,2021_15,sochi,mazepin,19,1:53.764,,
2021,15,2021_15,sochi,max_verstappen,20,,,
2021,16,2021_16,istanbul,hamilton,1,1:24.585,1:23.082,1:22.868
2021,16,2021_16,istanbul,bottas,2,1:25.047,1:23.579,1:22.998
2021,16,2021_16,istanbul,max_verstappen,3,1:24.592,1:23.732,1:23.196
2021,16,2021_16,istanbul,leclerc,4,1:24.869,1:24.015,1:23.265
2021,16,2021_16,istanbul,gasly,5,1:24.704,1:23.817,1:23.326
2021,16,2021_16,istanbul,alonso,6,1:25.174,1:23.914,1:23.477
2021,16,2021_16,istanbul,perez,7,1:24.963,1:23.961,1:23.706
2021,16,2021_16,istanbul,norris,8,1:25.138,1:24.642,1:23.954
2021,16,2021_16,istanbul,stroll,9,1:25.511,1:24.601,1:24.305
2021,16,2021_16,istanbul,tsunoda,10,1:25.409,1:24.054,1:24.368
2021,16,2021_16,istanbul,vettel,11,1:25.787,1:24.795,
2021,16,2021_16,istanbul,ocon,12,1:25.422,1:24.842,
2021,16,2021_16,istanbul,russell,13,1:25.417,1:25.007,
2021,16,2021_16,istanbul,mick_schumacher,14,1:25.555,1:25.200,
2021,16,2021_16,istanbul,sainz,15,1:25.177,,
2021,16,2021_16,istanbul,ricciardo,16,1:25.881,,
2021,16,2021_16,istanbul,latifi,17,1:26.086,,
2021,16,2021_16,istanbul,giovinazzi,18,1:26.430,,
2021,16,2021_16,istanbul,raikkonen,19,1:27.525,,
2021,16,2021_16,istanbul,mazepin,20,1:28.449,,
2021,17,2021_17,americas,max_verstappen,1,1:34.352,1:33.464,1:32.910
2021,17,2021_17,americas,hamilton,2,1:34.579,1:33.797,1:33.119
2021,17,2021_17,americas,perez,3,1:34.369,1:34.178,1:33.134
2021,17,2021_17,americas,bottas,4,1:34.590,1:33.959,1:33.475
2021,17,2021_17,americas,leclerc,5,1:34.153,1:33.928,1:33.606
2021,17,2021_17,americas,sainz,6,1:34.558,1:34.126,1:33.792
2021,17,2021_17,americas,ricciardo,7,1:34.407,1:34.643,1:33.808
2021,17,2021_17,americas,norris,8,1:34.551,1:33.880,1:33.887
2021,17,2021_17,americas,gasly,9,1:34.567,1:34.583,1:34.118
2021,17,2021_17,americas,tsunoda,10,1:35.360,1:35.137,1:34.918
2021,17,2021_17,americas,ocon,11,1:35.747,1:35.377,
2021,17,2021_17,americas,vettel,12,1:35.281,1:35.500,
2021,17,2021_17,americas,giovinazzi,13,1:35.920,1:35.794,
2021,17,2021_17,americas,alonso,14,1:35.756,1:44.549,
2021,17,2021_17,americas,russell,15,1:35.746,,
2021,17,2021_17,americas,stroll,16,1:35.983,,
2021,17,2021_17,americas,latifi,17,1:35.995,,
2021,17,2021_17,americas,raikkonen,18,1:36.311,,
2021,17,2021_17,americas,mick_schumacher,19,1:36.499,,
2021,17,2021_17,americas,mazepin,20,1:36.796,,
2021,18,2021_18,rodriguez,bottas,1,1:16.727,1:16.864,1:15.875
2021,18,2021_18,rodriguez,hamilton,2,1:17.207,1:16.474,1:16.020
2021,18,2021_18,rodriguez,max_verstappen,3,1:16.788,1:16.483,1:16.225
2021,18,2021_18,rodriguez,perez,4,1:17.003,1:17.055,1:16.342
2021,18,2021_18,rodriguez,gasly,5,1:16.908,1:16.955,1:16.456
2021,18,2021_18,rodriguez,sainz,6,1:17.517,1:17.248,1:16.761
2021,18,2021_18,rodriguez,ricciardo,7,1:17.719,1:17.092,1:16.763
2021,18,2021_18,rodriguez,leclerc,8,1:16.748,1:17.034,1:16.837
2021,18,2021_18,rodriguez,tsunoda,9,1:17.330,1:16.701,1:17.158
2021,18,2021_18,rodriguez,norris,10,1:17.569,1:17.473,1:36.830
2021,18,2021_18,rodriguez,vettel,11,1:17.502,1:17.746,
2021,18,2021_18,rodriguez,raikkonen,12,1:17.606,1:17.958,
2021,18,2021_18,rodriguez,russell,13,1:17.958,1:18.172,
2021,18,2021_18,rodriguez,giovinazzi,14,1:17.897,1:18.290,
2021,18,2021_18,rodriguez,ocon,15,1:18.126,1:18.405,
2021,18,2021_18,rodriguez,alonso,16,1:18.452,,
2021,18,2021_18,rodriguez,latifi,17,1:18.756,,
2021,18,2021_18,rodriguez,mick_schumacher,18,1:18.858,,
2021,18,2021_18,rodriguez,mazepin,19,1:19.303,,
2021,18,2021_18,rodriguez,stroll,20,1:20.873,,
2021,19,2021_19,interlagos,hamilton,1,1:08.733,1:08.068,1:07.934
2021,19,2021_19,interlagos,max_verstappen,2,1:09.329,1:08.499,1:08.372
2021,19,2021_19,interlagos,bottas,3,1:09.040,1:08.426,1:08.469
2021,19,2021_19,interlagos,perez,4,1:09.172,1:08.973,1:08.483
2021,19,2021_19,interlagos,gasly,5,1:09.347,1:08.903,1:08.777
2021,19,2021_19,interlagos,sainz,6,1:09.046,1:09.031,1:08.826
2021,19,2021_19,interlagos,leclerc,7,1:09.155,1:08.859,1:08.960
2021,19,2021_19,interlagos,norris,8,1:09.365,1:09.030,1:08.980
2021,19,2021_19,interlagos,ricciardo,9,1:09.374,1:09.093,1:09.039
2021,19,2021_19,interlagos,alonso,10,1:09.391,1:09.137,1:09.113
2021,19,2021_19,interlagos,ocon,11,1:09.430,1:09.189,
2021,19,2021_19,interlagos,vettel,12,1:09.451,1:09.399,
2021,19,2021_19,interlagos,tsunoda,13,1:09.350,1:09.483,
2021,19,2021_19,interlagos,raikkonen,14,1:09.598,1:09.503,
2021,19,2021_19,interlagos,giovinazzi,15,1:09.342,1:10.227,
2021,19,2021_19,interlagos,stroll,16,1:09.663,,
2021,19,2021_19,interlagos,latifi,17,1:09.897,,
2021,19,2021_19,interlagos,russell,18,1:09.953,,
2021,19,2021_19,interlagos,mick_schumacher,19,1:10.329,,
2021,19,2021_19,interlagos,mazepin,20,1:10.589,,
2021,20,2021_20,losail,hamilton,1,1:21.901,1:21.682,1:20.827
2021,20,2021_20,losail,max_verstappen,2,1:21.996,1:21.984,1:21.282
2021,20,2021_20,losail,bottas,3,1:22.016,1:21.991,1:21.478
2021,20,2021_20,losail,gasly,4,1:22.535,1:21.728,1:21.640
2021,20,2021_20,losail,alonso,5,1:22.422,1:21.894,1:21.670
2021,20,2021_20,losail,norris,6,1:22.839,1:22.216,1:21.731
2021,20,2021_20,losail,sainz,7,1:22.304,1:22.241,1:21.840
2021,20,2021_20,losail,tsunoda,8,1:22.458,1:22.058,1:21.881
2021,20,2021_20,losail,ocon,9,1:22.565,1:22.012,1:22.028
2021,20,2021_20,losail,vettel,10,1:22.549,1:22.146,1:22.785
2021,20,2021_20,losail,perez,11,1:22.398,1:22.346,
2021,20,2021_20,losail,stroll,12,1:22.551,1:22.460,
