season,round,raceName,circuitId,circuitName,locality,country,lat,long,date,time
2012,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,2012-03-18,06:00:00Z
2012,2,Malaysian Grand Prix,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,2012-03-25,08:00:00Z
2012,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,2012-04-15,07:00:00Z
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,2012-04-22,12:00:00Z
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111,2012-05-13,12:00:00Z
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monte Carlo,Monaco,43.7347,7.42056,2012-05-27,12:00:00Z
2012,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,2012-06-10,18:00:00Z
2012,8,European Grand Prix,valencia,Valencia Street Circuit,Valencia,Spain,39.4589,-0.331667,2012-06-24,12:00:00Z
2012,9,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,2012-07-08,12:00:00Z
2012,10,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,2012-07-22,12:00:00Z
2012,11,Hungarian Grand Prix,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,2012-07-29,12:00:00Z
2012,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,2012-09-02,12:00:00Z
2012,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,2012-09-09,12:00:00Z
2012,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,2012-09-23,12:00:00Z
2012,15,Japanese Grand Prix,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,2012-10-07,06:00:00Z
2012,16,Korean Grand Prix,yeongam,Korean International Circuit,Yeongam County,Korea,34.7333,126.417,2012-10-14,06:00:00Z
2012,17,Indian Grand Prix,buddh,Buddh International Circuit,Uttar Pradesh,India,28.3487,77.5331,2012-10-28,09:30:00Z
2012,18,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,2012-11-04,13:00:00Z
2012,19,United States Grand Prix,americas,Circuit of the Americas,Austin,USA,30.1328,-97.6411,2012-11-18,19:00:00Z
2012,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,2012-11-25,16:00:00Z
