season,round,raceId,circuitId,driverId,constructorId,position,q1,q2,q3
2023,1,2023_01,bahrain,max_verstappen,red_bull,1,1:31.295,1:30.503,1:29.708
2023,1,2023_01,bahrain,perez,red_bull,2,1:31.479,1:30.746,1:29.846
2023,1,2023_01,bahrain,leclerc,ferrari,3,1:31.094,1:30.282,1:30.000
2023,1,2023_01,bahrain,sainz,ferrari,4,1:30.993,1:30.515,1:30.154
2023,1,2023_01,bahrain,alonso,aston_martin,5,1:31.158,1:30.645,1:30.336
2023,1,2023_01,bahrain,russell,mercedes,6,1:31.057,1:30.507,1:30.340
2023,1,2023_01,bahrain,hamilton,mercedes,7,1:31.543,1:30.513,1:30.384
2023,1,2023_01,bahrain,stroll,aston_martin,8,1:31.184,1:31.127,1:30.836
2023,1,2023_01,bahrain,ocon,alpine,9,1:31.508,1:30.914,1:30.984
2023,1,2023_01,bahrain,hulkenberg,haas,10,1:31.204,1:30.809,
2023,1,2023_01,bahrain,norris,mclaren,11,1:31.652,1:31.381,
2023,1,2023_01,bahrain,bottas,alfa,12,1:31.504,1:31.443,
2023,1,2023_01,bahrain,zhou,alfa,13,1:31.615,1:31.473,
2023,1,2023_01,bahrain,tsunoda,alphatauri,14,1:31.400,1:32.510,
2023,1,2023_01,bahrain,albon,williams,15,1:31.461,,
2023,1,2023_01,bahrain,sargeant,williams,16,1:31.652,,
2023,1,2023_01,bahrain,kevin_magnussen,haas,17,1:31.892,,
2023,1,2023_01,bahrain,piastri,mclaren,18,1:32.101,,
2023,1,2023_01,bahrain,de_vries,alphatauri,19,1:32.121,,
2023,1,2023_01,bahrain,gasly,alpine,20,1:32.181,,
2023,2,2023_02,jeddah,perez,red_bull,1,1:29.244,1:28.635,1:28.265
2023,2,2023_02,jeddah,leclerc,ferrari,2,1:29.376,1:28.903,1:28.420
2023,2,2023_02,jeddah,alonso,aston_martin,3,1:29.298,1:28.757,1:28.730
2023,2,2023_02,jeddah,russell,mercedes,4,1:29.592,1:29.132,1:28.857
2023,2,2023_02,jeddah,sainz,ferrari,5,1:29.411,1:28.957,1:28.931
2023,2,2023_02,jeddah,stroll,aston_martin,6,1:29.335,1:28.962,1:28.945
