season,round,raceId,circuitId,driverId,constructorId,position,q1,q2,q3
2015,1,2015_01,albert_park,hamilton,mercedes,1,1:28.586,1:26.894,1:26.327
2015,1,2015_01,albert_park,rosberg,mercedes,2,1:28.906,1:27.097,1:26.921
2015,1,2015_01,albert_park,massa,williams,3,1:29.246,1:27.895,1:27.718
2015,1,2015_01,albert_park,vettel,ferrari,4,1:29.307,1:27.742,1:27.757
2015,1,2015_01,albert_park,raikkonen,ferrari,5,1:29.754,1:27.807,1:27.790
2015,1,2015_01,albert_park,bottas,williams,6,1:29.641,1:27.796,1:28.087
2015,1,2015_01,albert_park,ricciardo,red_bull,7,1:29.788,1:28.679,1:28.329
2015,1,2015_01,albert_park,sainz,toro_rosso,8,1:29.597,1:28.601,1:28.510
2015,1,2015_01,albert_park,grosjean,lotus_f1,9,1:29.537,1:28.589,1:28.560
2015,1,2015_01,albert_park,maldonado,lotus_f1,10,1:29.847,1:28.726,1:29.480
2015,1,2015_01,albert_park,nasr,sauber,11,1:30.430,1:28.800,
2015,1,2015_01,albert_park,max_verstappen,toro_rosso,12,1:29.248,1:28.868,
2015,1,2015_01,albert_park,kvyat,red_bull,13,1:30.402,1:29.070,
2015,1,2015_01,albert_park,hulkenberg,force_india,14,1:29.651,1:29.208,
2015,1,2015_01,albert_park,perez,force_india,15,1:29.990,1:29.209,
2015,1,2015_01,albert_park,ericsson,sauber,16,1:31.376,,
2015,1,2015_01,albert_park,button,mclaren,17,1:31.422,,
2015,1,2015_01,albert_park,kevin_magnussen,mclaren,18,1:32.037,,
