season,round,raceId,circuitId,driverId,constructorId,position,q1,q2,q3
2019,1,2019_01,albert_park,hamilton,mercedes,1,1:22.043,1:21.014,1:20.486
2019,1,2019_01,albert_park,bottas,mercedes,2,1:22.367,1:21.193,1:20.598
2019,1,2019_01,albert_park,vettel,ferrari,3,1:22.885,1:21.912,1:21.190
2019,1,2019_01,albert_park,max_verstappen,red_bull,4,1:22.876,1:21.678,1:21.320
2019,1,2019_01,albert_park,leclerc,ferrari,5,1:22.017,1:21.739,1:21.442
2019,1,2019_01,albert_park,grosjean,haas,6,1:22.959,1:21.870,1:21.826
2019,1,2019_01,albert_park,kevin_magnussen,haas,7,1:22.519,1:22.221,1:22.099
2019,1,2019_01,albert_park,norris,mclaren,8,1:22.702,1:22.423,1:22.304
2019,1,2019_01,albert_park,raikkonen,alfa,9,1:22.966,1:22.349,1:22.314
2019,1,2019_01,albert_park,perez,racing_point,10,1:22.908,1:22.532,1:22.781
2019,1,2019_01,albert_park,hulkenberg,renault,11,1:22.540,1:22.562,
2019,1,2019_01,albert_park,ricciardo,renault,12,1:22.921,1:22.570,
2019,1,2019_01,albert_park,albon,toro_rosso,13,1:22.757,1:22.636,
2019,1,2019_01,albert_park,giovinazzi,alfa,14,1:22.431,1:22.714,
2019,1,2019_01,albert_park,kvyat,toro_rosso,15,1:22.511,1:22.774,
2019,1,2019_01,albert_park,stroll,racing_point,16,1:23.017,,
2019,1,2019_01,albert_park,gasly,red_bull,17,1:23.020,,
2019,1,2019_01,albert_park,sainz,mclaren,18,1:23.084,,
2019,1,2019_01,albert_park,russell,williams,19,1:24.360,,
2019,1,2019_01,albert_park,kubica,williams,20,1:26.067,,
2019,2,2019_02,bahrain,leclerc,ferrari,1,1:28.495,1:28.046,1:27.866
2019,2,2019_02,bahrain,vettel,ferrari,2,1:28.733,1:28.356,1:28.160
2019,2,2019_02,bahrain,hamilton,mercedes,3,1:29.262,1:28.578,1:28.190
2019,2,2019_02,bahrain,bottas,mercedes,4,1:29.498,1:28.830,1:28.256
2019,2,2019_02,bahrain,max_verstappen,red_bull,5,1:29.579,1:29.109,1:28.752
2019,2,2019_02,bahrain,kevin_magnussen,haas,6,1:29.532,1:29.017,1:28.757
2019,2,2019_02,bahrain,sainz,mclaren,7,1:29.528,1:29.055,1:28.813
2019,2,2019_02,bahrain,grosjean,haas,8,1:29.688,1:29.249,1:29.015
2019,2,2019_02,bahrain,raikkonen,alfa,9,1:29.959,1:29.471,1:29.022
2019,2,2019_02,bahrain,norris,mclaren,10,1:29.381,1:29.258,1:29.043
2019,2,2019_02,bahrain,ricciardo,renault,11,1:29.859,1:29.488,
2019,2,2019_02,bahrain,albon,toro_rosso,12,1:29.514,1:29.513,
2019,2,2019_02,bahrain,gasly,red_bull,13,1:29.900,1:29.526,
2019,2,2019_02,bahrain,perez,racing_point,14,1:29.893,1:29.756,
2019,2,2019_02,bahrain,kvyat,toro_rosso,15,1:29.876,1:29.854,
2019,2,2019_02,bahrain,giovinazzi,alfa,16,1:30.026,,
2019,2,2019_02,bahrain,hulkenberg,renault,17,1:30.034,,
2019,2,2019_02,bahrain,stroll,racing_point,18,1:30.217,,
2019,2,2019_02,bahrain,russell,williams,19,1:31.759,,
2019,2,2019_02,bahrain,kubica,williams,20,1:31.799,,
2019,3,2019_03,shanghai,bottas,mercedes,1,1:32.658,1:31.728,1:31.547
2019,3,2019_03,shanghai,hamilton,mercedes,2,1:33.115,1:31.637,1:31.570
2019,3,2019_03,shanghai,vettel,ferrari,3,1:33.557,1:32.232,1:31.848
2019,3,2019_03,shanghai,leclerc,ferrari,4,1:32.712,1:32.324,1:31.865
2019,3,2019_03,shanghai,max_verstappen,red_bull,5,1:33.274,1:32.369,1:32.089
2019,3,2019_03,shanghai,gasly,red_bull,6,1:33.863,1:32.948,1:32.930
2019,3,2019_03,shanghai,ricciardo,renault,7,1:33.709,1:33.214,1:32.958
2019,3,2019_03,shanghai,hulkenberg,renault,8,1:33.644,1:33.968,1:32.962
