season,position,driverId,points,wins,constructorId
2016,1,rosberg,385,9,mercedes
2016,2,hamilton,380,10,mercedes
2016,3,ricciardo,256,1,red_bull
2016,4,vettel,212,0,ferrari
2016,5,max_verstappen,204,1,toro_rosso
2016,6,raikkonen,186,0,ferrari
2016,7,perez,101,0,force_india
2016,8,bottas,85,0,williams
2016,9,hulkenberg,72,0,force_india
2016,10,alonso,54,0,mclaren
2016,11,massa,53,0,williams
2016,12,sainz,46,0,toro_rosso
2016,13,grosjean,29,0,haas
2016,14,kvyat,25,0,red_bull
2016,15,button,21,0,mclaren
2016,16,kevin_magnussen,7,0,renault
2016,17,nasr,2,0,sauber
2016,18,jolyon_palmer,1,0,renault
2016,19,wehrlein,1,0,manor
2016,20,vandoorne,1,0,mclaren
2016,21,gutierrez,0,0,haas
2016,22,ericsson,0,0,sauber
2016,23,ocon,0,0,manor
2016,24,haryanto,0,0,manor
