season,position,constructorId,points,wins
2025,1,mclaren,833,14
2025,2,mercedes,469,2
2025,3,red_bull,451,8
2025,4,ferrari,398,0
2025,5,williams,137,0
2025,6,rb,92,0
2025,7,aston_martin,89,0
2025,8,haas,79,0
2025,9,sauber,70,0
2025,10,alpine,22,0
