season,round,raceName,circuitId,circuitName,locality,country,lat,long,date,time
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,2017-03-26,05:00:00Z
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,2017-04-09,06:00:00Z
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,2017-04-16,15:00:00Z
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,2017-04-30,12:00:00Z
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111,2017-05-14,12:00:00Z
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monte Carlo,Monaco,43.7347,7.42056,2017-05-28,12:00:00Z
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,2017-06-11,18:00:00Z
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,2017-06-25,13:00:00Z
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,2017-07-09,12:00:00Z
2017,10,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,2017-07-16,12:00:00Z
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,2017-07-30,12:00:00Z
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,2017-08-27,12:00:00Z
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,2017-09-03,12:00:00Z
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,2017-09-17,12:00:00Z
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,2017-10-01,07:00:00Z
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,2017-10-08,05:00:00Z
2017,17,United States Grand Prix,americas,Circuit of the Americas,Austin,USA,30.1328,-97.6411,2017-10-22,19:00:00Z
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2017-10-29,19:00:00Z
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,2017-11-12,16:00:00Z
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,2017-11-26,13:00:00Z
