season,position,driverId,points,wins,constructorId
2006,1,alonso,134,7,renault
2006,2,michael_schumacher,121,7,ferrari
2006,3,massa,80,2,ferrari
2006,4,fisichella,72,1,renault
2006,5,raikkonen,65,0,mclaren
2006,6,button,56,1,honda
2006,7,barrichello,30,0,honda
2006,8,montoya,26,0,mclaren
2006,9,heidfeld,23,0,bmw_sauber
2006,10,ralf_schumacher,20,0,toyota
2006,11,rosa,19,0,mclaren
2006,12,trulli,15,0,toyota
2006,13,coulthard,14,0,red_bull
2006,14,webber,7,0,williams
2006,15,villeneuve,7,0,bmw_sauber
2006,16,kubica,6,0,bmw_sauber
2006,17,rosberg,4,0,williams
2006,18,klien,2,0,red_bull
2006,19,liuzzi,1,0,toro_rosso
2006,20,speed,0,0,toro_rosso
2006,21,monteiro,0,0,mf1
2006,22,albers,0,0,mf1
2006,23,sato,0,0,super_aguri
2006,24,doornbos,0,0,red_bull
2006,25,ide,0,0,super_aguri
2006,26,yamamoto,0,0,super_aguri
2006,27,montagny,0,0,super_aguri
